Platypus_ID,Latitude,Longitude,Nearest_Wetland,Distance (m)
27340,-34.2975,150.7136,Balonne River Floodplain,698911.329681499
27341,-36.5853,147.0929,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868161.0558606153
27342,-37.7468,142.0234,Bulloo Lake,975702.4186909209
27343,-37.0709,144.2253,Bulloo Lake,913927.1008956489
27344,-35.3106,149.1484,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",755023.3720146838
27345,-36.0735,147.3979,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",812395.4189063208
27346,-38.3058,145.0062,Lake Numalla Aggregation,1058997.8930104896
27347,-35.2939,149.1189,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",752495.6295673136
27348,-32.3591,151.9316,Upper Coomera River,475334.9161445574
27349,-34.9655,149.0851,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",716581.993270272
27350,-36.4105,145.3737,Lake Numalla Aggregation,853166.1546531011
27351,-37.7109,147.8322,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",995851.386296005
27352,-37.6271,144.7772,Lake Numalla Aggregation,983241.3371582126
27353,-30.2323,151.1296,Dalrymple and Blackfellow Creeks,276528.85440912953
27355,-34.7337,149.7345,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",711833.2899031014
27356,-37.8461,145.4372,Lake Numalla Aggregation,1011580.1089606688
27357,-35.9286,144.3928,Bulloo Lake,792899.6617437166
27358,-37.5435,143.8287,Bulloo Lake,960179.5816366582
27359,-35.9124,144.3667,Bulloo Lake,790623.000613365
27360,-35.2321,148.9696,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",742231.3870564712
27361,-38.6187,146.2712,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1094314.00683691
27362,-37.2078,145.4154,Lake Numalla Aggregation,941283.8768002598
27363,-36.0915,146.9063,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",813333.3422073897
27364,-37.9133,145.3054,Lake Numalla Aggregation,1017831.4373693758
27365,-37.6027,144.1849,Bulloo Lake,971237.0535386417
27366,-36.4117,148.6201,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",862882.5309728223
27367,-32.9671,151.6526,Upper Coomera River,547754.9787412618
27368,-37.5467,143.8236,Bulloo Lake,960472.1138720849
27369,-35.2932,149.1021,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",752000.5121690965
27370,-36.2403,145.9123,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",835412.9643978846
27371,-27.5133,153.0783,Karawatha Forest Park,11353.24405231895
27372,-31.9,115.9,Muncoonie Lakes Area,2310624.7758633792
27373,-33.8603,151.2042,Upper Coomera River,655136.2587192347
27374,-36.7281,146.9546,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",883874.8285555255
27375,-37.7969,147.6186,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1003902.8733647919
27376,-38.3596,146.1141,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1066799.0455304775
27377,-38.7434,143.6247,Bulloo Lake,1089570.6518403238
27378,-37.2035,145.0524,Lake Numalla Aggregation,937896.8760691979
27379,-37.7361,145.2203,Lake Numalla Aggregation,997703.711883355
27381,-37.8574,144.9031,Lake Numalla Aggregation,1009148.4654968875
27382,-36.0746,149.1579,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",837036.1322119269
27383,-36.7488,144.2904,Bulloo Lake,879955.3459291613
27384,-37.7512,145.1219,Lake Numalla Aggregation,998678.1028351381
27385,-35.1111,147.4852,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",706192.47141258
27386,-36.5517,145.9833,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868983.2192917357
27387,-26.7539,152.8725,Obi Obi Creek,5698.145531998224
27388,-42.6508,146.7601,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1532074.3404703673
27389,-37.0907,144.2032,Bulloo Lake,915737.863779406
27390,-38.0247,146.0043,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1030819.542251408
27391,-37.3316,145.7831,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",956736.3056184
27392,-36.7438,145.1432,Lake Numalla Aggregation,887831.7182112164
27393,-37.6922,143.9579,Bulloo Lake,977977.8546092778
27394,-38.7444,143.6238,Bulloo Lake,1089672.5943406122
27395,-37.8315,144.1182,Bulloo Lake,995246.9897906593
27396,-36.3645,147.1192,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",843740.3374497636
27397,-36.1402,146.3223,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",820802.4869988073
27398,-21.1583,149.1588,Sandringham Bay - Bakers Creek Aggregation,3709.382035600783
27399,-36.3503,146.2924,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",844233.7551448129
27400,-36.4761,148.6031,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869615.7063289641
27402,-33.4833,145.5337,Lake Numalla Aggregation,533933.0672648642
27403,-35.9294,144.3908,Bulloo Lake,792945.8640446141
27404,-37.0879,146.5717,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",924351.9280060238
27405,-28.1492,153.2261,Upper Coomera River,4345.329968364971
27406,-37.7631,147.3744,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",999043.8868629427
27407,-34.8771,149.0155,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",705351.7509613921
27408,-34.7349,149.7385,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",712094.1684508477
27409,-33.8271,151.2525,Upper Coomera River,650293.7203966035
27410,-27.4336,152.6369,Greenbank Army Training Area C,36485.54537454461
27411,-37.8642,145.0624,Lake Numalla Aggregation,1010740.8305862541
27412,-38.4167,146.0968,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1073182.3377966436
27413,-41.4438,146.4193,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1402181.0692810055
27414,-35.3557,149.2391,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",762166.7700239304
27415,-38.3475,142.6179,Bulloo Lake,1041551.4221579114
27416,-34.8666,138.6754,Bulloo Lake,738737.5306611854
27417,-37.1541,145.3053,Lake Numalla Aggregation,934365.4778193311
27418,-37.7361,145.2202,Lake Numalla Aggregation,997702.9715643792
27419,-37.0885,143.4716,Bulloo Lake,906623.8946879697
27420,-35.3321,149.2756,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",760620.3262970552
27421,-35.1095,147.3677,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",705323.3662515144
27422,-42.2076,147.2076,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1484298.733995935
27423,-36.3162,147.2548,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",838718.36982887
27424,-38.0406,144.5364,Bulloo Lake,1024235.5268054686
27425,-36.5508,145.9777,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868937.9585328792
27426,-34.7156,149.1834,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",692697.021085346
27427,-37.7031,147.8495,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",995125.7663130492
27428,-37.6542,145.1053,Lake Numalla Aggregation,987893.7657330827
27429,-34.9381,139.2996,Bulloo Lake,721041.8274706906
27430,-36.7954,145.6207,Lake Numalla Aggregation,898239.944027331
27431,-35.7488,148.5618,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",789694.2575966932
27432,-32.4051,151.9514,Upper Coomera River,479835.82363666187
27433,-35.9606,144.1534,Bulloo Lake,791852.5221762714
27434,-35.2678,150.4939,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",794061.5367208052
27435,-37.3243,145.7069,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",956756.1262588274
27436,-35.2226,149.0685,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",743615.600708723
27437,-27.4922,152.9896,Greenbank Army Training Area C,16085.968392056213
27438,-34.9428,146.3112,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",688293.6837118565
27439,-36.4293,143.9349,Bulloo Lake,839541.3166396491
27441,-36.2801,147.2382,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",834667.6560254146
27442,-27.9562,153.4246,Moreton Bay,2517.449654696426
27443,-38.3526,141.5991,Bulloo Lake,1044136.7913073672
27444,-33.2896,149.0642,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",539475.0040730928
27446,-36.0346,145.0737,Lake Numalla Aggregation,808983.1501334534
27447,-26.6247,152.9564,Coolum Creek and Lower Maroochy River,7676.98433219782
27448,-37.7528,148.9579,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1014217.845694188
27449,-35.7735,148.0092,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",784261.053237047
27450,-35.2942,149.1263,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",752713.7657403235
27451,-31.4067,152.9019,Upper Coomera River,354339.9138659635
27452,-36.0821,146.8813,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",812305.3105266345
27453,-35.4633,148.9104,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765729.3832376483
27454,-38.5241,146.0831,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1085059.3013006633
27456,-27.8671,152.4835,Dalrymple and Blackfellow Creeks,14493.783013254666
27457,-37.7814,145.0629,Lake Numalla Aggregation,1001630.7361807104
27458,-37.6685,145.0883,Lake Numalla Aggregation,989359.105029035
27459,-36.2201,148.1083,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",834560.3217364693
27460,-36.3521,146.3278,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",844201.3649916094
27462,-36.1771,147.9319,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",827866.5242793087
27463,-28.2249,152.2487,Dalrymple and Blackfellow Creeks,27132.49598019968
27464,-27.4056,152.9612,Pine River and Hayes Inlet,11951.994784572233
27465,-33.0799,149.6913,Balonne River Floodplain,541764.1774746767
27466,-35.0742,148.1066,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",708605.9640246722
27468,-35.2069,149.2781,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",747393.1013024221
27469,-37.7397,145.2117,Lake Numalla Aggregation,998036.2484417466
27470,-37.8485,145.3457,Lake Numalla Aggregation,1011043.6924955576
27471,-37.8958,147.8551,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1016348.7028177604
27472,-42.7524,146.6223,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1543215.4111203395
27473,-38.3639,142.4894,Bulloo Lake,1043344.9256100366
27474,-28.3094,152.4662,Dalrymple and Blackfellow Creeks,36014.58992993268
27475,-37.2925,144.9521,Lake Numalla Aggregation,947122.2719468704
27476,-37.8891,147.8567,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1015624.6423631706
27478,-35.0889,150.1194,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",761859.2027470556
27479,-34.1172,141.9892,Bulloo Lake,573383.2727540737
27481,-36.1941,148.5269,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",837631.6569039476
27482,-37.1753,144.3768,Bulloo Lake,927749.0146067333
27483,-35.6518,147.9769,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",770483.0274518433
27484,-32.0281,151.8354,Upper Coomera River,442284.3905675484
27485,-41.1025,147.0951,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1364328.6782749277
27486,-36.5524,145.9808,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869084.3254966541
27487,-17.1163,145.1287,Bromfield Swamp,52204.11374221066
27488,-37.7529,145.0318,Lake Numalla Aggregation,998309.4582324263
27489,-36.6957,147.1588,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",880499.4234658871
27490,-35.2679,150.4839,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",793683.0681876146
27491,-17.2856,145.6287,Lake Eacham,0.0
27492,-35.3559,149.2389,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",762182.8260999933
27493,-35.2981,148.2278,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",734957.6567302427
27494,-35.1085,147.3702,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",705225.2611099336
27495,-37.8237,144.9548,Lake Numalla Aggregation,1005687.67431518
27496,-42.9515,147.2356,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1564591.988996561
27497,-36.0724,145.2749,Lake Numalla Aggregation,814918.0539415259
27498,-33.4171,149.5922,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",572459.2730993632
27499,-38.1399,144.2615,Bulloo Lake,1030806.8509654461
27500,-34.7531,145.5471,Lake Numalla Aggregation,673122.6913795372
27501,-37.7328,142.0448,Bulloo Lake,974108.3913271769
27502,-32.2864,151.5118,Upper Coomera River,479355.7742472588
27503,-37.9729,147.7249,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1023911.8238605246
27504,-30.6757,150.6552,Balonne River Floodplain,337503.8064270381
27505,-35.4544,138.7669,Bulloo Lake,793360.8939148756
27506,-37.8614,145.0618,Lake Numalla Aggregation,1010429.117224185
27507,-36.3921,145.3935,Lake Numalla Aggregation,851347.420233674
27509,-35.2829,149.1111,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",751124.6885172834
27510,-35.1153,143.3561,Bulloo Lake,687870.5652103478
27511,-36.7445,144.2918,Bulloo Lake,879511.8622941542
27512,-35.1095,147.3284,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",705130.2155925544
27513,-37.0108,142.6112,Bulloo Lake,894022.5785238867
27514,-27.3652,152.9796,Pine River and Hayes Inlet,7142.942569312897
27515,-38.0695,145.1313,Lake Numalla Aggregation,1033747.0259618659
27516,-37.4078,148.3621,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",967893.2941603417
27517,-36.7011,147.1582,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",881095.9861456311
27518,-38.1001,144.0623,Bulloo Lake,1023814.9558584891
27519,-37.4025,143.9935,Bulloo Lake,946766.4820805868
27520,-37.1662,141.5951,Bulloo Lake,913571.9028602847
27521,-38.7406,143.6241,Bulloo Lake,1089259.231386901
27523,-42.8614,147.6111,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1555817.8946927756
27524,-38.1458,144.3097,Bulloo Lake,1032137.5832400906
27525,-27.0873,152.9419,Moreton Bay,5955.1768539544855
27526,-38.1405,144.3631,Bulloo Lake,1032347.0970699296
27527,-37.7451,142.0319,Bulloo Lake,975494.695568209
27528,-37.2856,143.8121,Bulloo Lake,931737.0354302006
27529,-35.8447,149.1325,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",811786.4752249136
27530,-36.2227,147.6611,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",830508.1087865325
27531,-35.3386,148.7546,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",748899.837053557
27532,-37.0304,145.1348,Lake Numalla Aggregation,919374.3097900049
27533,-33.2537,148.9276,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",531116.5254805944
27534,-34.4818,150.3193,Balonne River Floodplain,707728.8160352831
27535,-36.3333,146.2983,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",842315.0494027742
27536,-42.7741,147.0762,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1545313.6621318592
27537,-35.2329,149.0718,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",744799.1614773264
27538,-33.8167,151.0266,Upper Coomera River,655551.8457941469
27540,-38.6134,146.3882,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1093170.4675512062
27541,-37.5458,143.8242,Bulloo Lake,960380.3479583701
27543,-38.1499,146.2798,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1042755.3221516492
27544,-37.7417,142.0234,Bulloo Lake,975139.866005707
27545,-37.8765,144.7381,Bulloo Lake,1010023.2619895426
27546,-33.0796,151.4498,Upper Coomera River,565194.7399898025
27547,-25.1729,152.0356,Burrum Coast,47909.757799679704
27548,-35.9782,145.6227,Lake Numalla Aggregation,808625.9942232908
27549,-35.3117,149.1466,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",755095.1565602535
27550,-41.2121,146.1735,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1377987.687300267
27551,-38.2793,146.1159,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1057970.23323148
27552,-36.6748,149.8341,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917835.1481562409
27553,-37.9783,146.3804,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1023360.0841920659
27554,-35.2354,149.0729,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",745093.8526636742
27555,-38.3501,142.4701,Bulloo Lake,1041828.2180147435
27556,-36.5553,145.9868,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869346.2465370926
27557,-37.8882,147.8573,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1015530.3101637984
27558,-34.4505,150.4563,Balonne River Floodplain,707875.9121095149
27560,-38.0062,144.5809,Bulloo Lake,1021255.4305712574
27562,-38.1437,144.3631,Bulloo Lake,1032694.6225205729
27563,-39.9244,143.9975,Bulloo Lake,1221777.2642607049
27564,-38.1928,146.5409,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1046329.5047908166
27565,-36.1094,149.1189,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",839892.4249922491
27567,-35.9535,144.3747,Bulloo Lake,795231.0150165415
27568,-26.3654,152.8588,Noosa River Wetlands,12759.8217808065
27569,-37.7436,142.0112,Bulloo Lake,975379.5577800957
27570,-27.4081,153.0551,Moreton Bay,6880.033742062202
27571,-32.4195,151.7245,Upper Coomera River,487165.915391363
27572,-42.9815,147.0569,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1567640.197698975
27573,-38.4008,142.5815,Bulloo Lake,1047404.740344887
27574,-32.5481,148.9569,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",459456.8448628706
27575,-26.7636,152.8447,Obi Obi Creek,6314.211370240251
27576,-37.3169,145.7131,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",955876.010063355
27577,-37.7545,145.6843,Lake Numalla Aggregation,1004065.8035114353
27578,-37.6523,145.5207,Lake Numalla Aggregation,991121.4558938344
27579,-27.3726,152.9934,Pine River and Hayes Inlet,7253.778263204092
27580,-31.4819,152.9246,Upper Coomera River,362567.84388494975
27581,-36.4253,145.6311,Lake Numalla Aggregation,857778.6804138593
27582,-36.5051,148.3021,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868297.0536731371
27583,-33.7718,150.6557,Balonne River Floodplain,641942.7522116015
27584,-37.5458,144.0635,Bulloo Lake,963344.0674341125
27585,-36.3393,146.2999,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",842967.6658048216
27586,-38.3833,146.2831,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1068395.2181020237
27587,-35.3421,149.2315,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",760520.5086951981
27589,-38.3777,146.3662,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1067366.9754390395
27590,-38.2764,146.3882,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1056127.198164813
27591,-36.4999,146.6038,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",859200.2986132455
27592,-36.1756,149.0146,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",844751.1506105765
27593,-38.3176,142.4914,Bulloo Lake,1038246.8509681051
27594,-38.1458,144.2775,Bulloo Lake,1031675.2377122075
27595,-27.0632,152.8872,Moreton Bay,11863.768718935022
27596,-35.2794,149.1155,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",750861.1657709312
27597,-35.5113,139.1896,Bulloo Lake,783606.2012446222
27598,-35.8619,149.1353,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",813696.3148000425
27599,-36.4329,148.6325,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",865398.297936824
27600,-35.1666,146.1271,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",714737.6979834952
27601,-29.7197,151.8453,Dalrymple and Blackfellow Creeks,198933.7880631451
27602,-34.4458,150.4474,Balonne River Floodplain,707140.1659874616
27603,-37.9245,145.3224,Lake Numalla Aggregation,1019197.8514082117
27605,-37.7874,145.2625,Lake Numalla Aggregation,1003662.4749285984
27606,-41.2882,147.2105,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1384655.2808841583
27607,-37.7771,145.0349,Lake Numalla Aggregation,1000991.8641675654
27608,-41.0154,147.1608,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1354924.5075076462
27609,-41.3021,147.3293,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1386391.1625793308
27610,-35.2812,149.1135,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",751003.2462407668
27611,-35.2931,149.1411,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",752970.2876493228
27612,-38.7672,143.6662,Bulloo Lake,1092526.5427837619
27613,-36.7348,146.8106,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",884710.6620586358
27614,-41.1418,146.1549,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1370443.586371528
27615,-36.0348,146.9906,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",807041.0880549782
27616,-35.2988,149.0966,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",752462.3135395531
27617,-34.4452,150.4606,Balonne River Floodplain,707424.1833781766
27618,-26.3602,152.6382,Noosa River Wetlands,33416.691117480805
27619,-35.2332,149.0714,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",744821.317206599
27620,-38.6553,146.2012,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1098716.3489192766
27621,-26.4339,152.2214,Conondale Range Aggregation,46004.0153067728
27623,-21.0445,149.1841,Great Barrier Reef Marine Park,408.9431313367313
27624,-28.8358,153.4352,Upper Coomera River,68860.17546642618
27625,-37.4642,144.6713,Bulloo Lake,964286.6730037938
27626,-36.7439,146.3115,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",887601.2127920275
27627,-27.3606,153.0548,Moreton Bay,2898.537512040535
27628,-41.4536,147.0706,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1402461.8199726753
27629,-35.5141,138.7981,Bulloo Lake,798161.1709736496
27630,-36.1065,147.9718,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",820508.6308097764
27631,-37.7025,145.1091,Lake Numalla Aggregation,993235.0665245535
27632,-43.1727,147.0281,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1588195.5012701894
27633,-35.3487,149.2394,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",761429.620604217
27634,-35.9676,144.9621,Lake Numalla Aggregation,800774.9369750165
27635,-37.8813,147.9871,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1015830.3030768317
27636,-37.7984,145.3865,Lake Numalla Aggregation,1005891.7673706202
27637,-35.7266,149.6487,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",812696.7830382193
27638,-33.6219,149.7189,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",598133.1614635133
27639,-37.9154,143.0889,Bulloo Lake,995159.8335506723
27640,-36.5593,145.9863,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869791.6121318766
27641,-38.3248,146.3198,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1061775.9348713872
27642,-33.4123,149.5867,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",571753.9375453214
27643,-37.3343,145.2873,Lake Numalla Aggregation,954037.9251357592
27644,-37.8619,144.9054,Lake Numalla Aggregation,1009654.7955351295
27645,-32.5749,149.5719,Balonne River Floodplain,484326.47021464974
27646,-41.2445,146.3349,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1380833.7783975431
27648,-36.1553,146.8753,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",820428.9822355756
27649,-36.8625,143.5073,Bulloo Lake,882071.2518353813
27650,-38.4812,146.2892,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1079119.5661265885
27651,-12.3901,130.8553,Wentworth Aggregation,904993.4118254165
27652,-35.3639,149.2386,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",763026.4964572053
27653,-37.6314,144.8009,Lake Numalla Aggregation,983804.8183164081
27654,-36.9815,143.9658,Bulloo Lake,900374.8239447222
27655,-37.8818,147.9829,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1015848.7444149047
27656,-27.4038,152.6301,Pine River and Hayes Inlet,38126.74657851164
27657,-36.1769,147.9319,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",827844.487866879
27658,-28.5321,153.5408,Upper Coomera River,45058.8758010397
27659,-36.9506,142.9068,Bulloo Lake,887958.7867073339
27660,-37.8438,141.2546,Bulloo Lake,990779.1675995623
27661,-33.1651,149.2459,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",533323.8369640119
27662,-37.1781,145.2519,Lake Numalla Aggregation,936554.3600628964
27663,-26.8621,152.9451,Upper Pumicestone Coastal Plain,1868.9802424109532
27664,-38.1211,145.6733,Lake Numalla Aggregation,1044054.1913523127
27665,-36.6685,143.9241,Bulloo Lake,865565.9167742822
27666,-27.4859,152.9971,Karawatha Forest Park,16533.117477019798
27667,-33.6636,150.6051,Balonne River Floodplain,629003.4158946546
27669,-37.0497,145.2624,Lake Numalla Aggregation,922505.2176890414
27670,-36.3156,144.6879,Lake Numalla Aggregation,837946.6976503257
27671,-38.5504,143.9601,Bulloo Lake,1071738.7170377718
27672,-26.6234,152.9575,Coolum Creek and Lower Maroochy River,7760.561850706122
27673,-38.4171,145.0786,Lake Numalla Aggregation,1071624.0136177547
27674,-37.1633,145.4253,Lake Numalla Aggregation,936490.0138266438
27675,-38.5138,143.7006,Bulloo Lake,1065106.8437129888
27676,-35.3053,149.1699,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",755005.8818536461
27677,-36.5515,146.7269,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",864563.6542831681
27678,-37.8129,145.2158,Lake Numalla Aggregation,1006115.0536857985
27679,-38.2424,143.9919,Bulloo Lake,1038486.290845422
27680,-33.1251,148.7544,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",512079.26395577006
27682,-36.9757,143.9596,Bulloo Lake,899656.8892004137
27683,-23.8777,151.2064,Port Curtis,1200.8462788125917
27684,-42.9279,147.2479,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1562070.00404333
27685,-35.1442,148.9419,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",732138.8290114924
27686,-26.5011,152.5868,Conondale Range Aggregation,19966.984195734665
27687,-34.4167,146.0947,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",632224.805467224
27688,-35.2879,149.0939,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",751229.7585931843
27689,-27.5205,152.9898,Greenbank Army Training Area C,13070.68228766916
27690,-42.8487,147.3578,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1553743.8830461048
27691,-35.3421,149.2314,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",760517.8960353812
27693,-37.5554,143.8241,Bulloo Lake,961430.5868915598
27694,-41.2304,146.4016,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379070.6386232914
27695,-37.8644,144.9661,Lake Numalla Aggregation,1010227.4706167594
27696,-28.1957,152.7769,Upper Coomera River,36992.99386492767
27697,-37.3068,142.9468,Bulloo Lake,927457.2454070463
27698,-26.2458,152.5775,Noosa River Wetlands,39639.22826961593
27699,-43.1661,147.2059,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587636.68897082
27700,-37.7739,145.1891,Lake Numalla Aggregation,1001634.2785370225
27701,-38.5474,143.9622,Bulloo Lake,1071434.7338972876
